unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
93,J12-4003,a holistic lexiconbased approach to opinion mining,,beyond nombank a study of implicit arguments for nominal predicates,Matthew Gerber,"Previously ( #AUTHOR_TAG ) , we assessed the importance of various implicit argument feature groups by conducting feature ablation tests .",1
94,D10-1052,a holistic lexiconbased approach to opinion mining,,topological ordering of function words in hierarchical phrasebased translation,Hendra Setiawan,"To model d ( FWi â 1 , S â T ) , d ( FWi +1 , S â T ) , i.e. whether Li , S â T and Ri , S â T extend beyond the neighboring function word phrase pairs , we utilize the pairwise dominance model of #AUTHOR_TAG .",2
95,J91-2003,a holistic lexiconbased approach to opinion mining,,lectures on contemporary syntactic theories csli lecture notes,P Sells,"For instance , #AUTHOR_TAG , p. 8 ) says that the sentence `` Reagan thinks bananas , '' which is otherwise strange , is in fact acceptable if it occurs as an answer to the question `` What is Kissinger 's favorite fruit ? ''",3
96,D08-1034,a holistic lexiconbased approach to opinion mining,,automatic labeling of semantic roles,Daniel Gildea,Semantic Role labeling ( SRL ) was first defined in #AUTHOR_TAG .,0
97,W06-2807,a holistic lexiconbased approach to opinion mining,,ajax a new approach to web applications url httpwwwadaptivepathcompublicationsessays archives000385php retrieved the 22nd of december,Jesse James Garrett,AJAX function lets the communication works asyncronously between a client and a server through a set of messages based on HTTP protocol and XML ( #AUTHOR_TAG ) .,0
98,J01-4001,a holistic lexiconbased approach to opinion mining,,recognizing referential links an information extraction perspective,Megumi Kameyama,"The inclusion of the coreference task in the Sixth and Seventh Message Understanding Conferences ( MUC-6 and MUC-7 ) gave a considerable impetus to the development of coreference resolution algorithms and systems , such as those described in Baldwin et al. ( 1995 ) , Gaizauskas and Humphreys ( 1996 ) , and #AUTHOR_TAG .",0
99,P97-1063,a holistic lexiconbased approach to opinion mining,,line em up advances in alignment technology and their impact on translation support toolsquot,E Macklovitch,"The most detailed evaluation of link tokens to date was performed by ( #AUTHOR_TAG ) , who trained Brown et al. 's Model 2 on 74 million words of the Canadian Hansards .",4
100,E03-1002,a holistic lexiconbased approach to opinion mining,,a maximumentropyinspired parser,Eugene Charniak,"Log-linear models have proved successful in a wide variety of applications , and are the inspiration behind one of the best current statistical parsers ( #AUTHOR_TAG ) .",4
101,J00-3001,a holistic lexiconbased approach to opinion mining,,word association norms mutual information and lexicography,Kenneth W Church,"While we have observed reasonable results with both G2 and Fisher 's exact test , we have not yet discussed how these results compare to the results that can be obtained with a technique commonly used in corpus linguistics based on the mutual information ( MI ) measure ( #AUTHOR_TAG ) :",0
102,W02-0309,a holistic lexiconbased approach to opinion mining,,responsa an operational fulltext retrieval system with linguistic components for large corpora,Y Choueka,"Morphological alterations of a search term have a negative impact on the recall performance of an information retrieval ( IR ) system ( #AUTHOR_TAG ; J Â¨ appinen and Niemist Â¨ o , 1988 ; Kraaij and Pohlmann , 1996 ) , since they preclude a direct match between the search term proper and its morphological variants in the documents to be retrieved .",0
103,W04-0910,a holistic lexiconbased approach to opinion mining,,alternations and verb semantic classes for french analysis and class formation chapter 5,P Saint-Dizier,"For shuffling paraphrases , french alternations are partially described in ( #AUTHOR_TAG ) and a resource is available which describes alternation and the mapping verbs/alternations for roughly 1 700 verbs .",0
104,N04-2004,a holistic lexiconbased approach to opinion mining,,verbs and times,Zeno Vendler,"A more recent approach , advocated by Rappaport Hovav and Levin ( 1998 ) , describes a basic set of event templates corresponding to Vendler 's event classes ( #AUTHOR_TAG ) : ( 3 ) a. [ x ACT <MANNER> ] ( activity ) b. [ x <STATE> ] ( state ) c. [ BECOME [ x <STATE> ] ] ( achievement ) d. [ x CAUSE [ BECOME [ x <STATE> ] ] ] ( accomplishment )",0
105,J03-3004,a holistic lexiconbased approach to opinion mining,,a method for extracting translation patterns from translation examples,Hideo Watanabe,#AUTHOR_TAG combines lexical and dependency mappings to form his generalizations .,0
106,W04-0910,a holistic lexiconbased approach to opinion mining,,an algebra for semantic construction in constraintbased grammars,A Copestake,"Thus for instance , ( Copestake and Flickinger , 2000 ; #AUTHOR_TAG ) describes a Head Driven Phrase Structure Grammar ( HPSG ) which supports the parallel construction of a phrase structure ( or derived ) tree and of a semantic representation and ( Dalrymple , 1999 ) show how to equip Lexical Functional grammar ( LFG ) with a glue semantics .",0
107,D10-1052,a holistic lexiconbased approach to opinion mining,,topological ordering of function words in hierarchical phrasebased translation,Hendra Setiawan,"The reordering models we describe follow our previous work using function word models for translation ( Setiawan et al. , 2007 ; #AUTHOR_TAG ) .",1
108,E03-1005,a holistic lexiconbased approach to opinion mining,,new ranking algorithms for parsing and tagging kernels over discrete structures and the voted perceptron,M Collins,"And Collins ( 2000 ) argues for `` keeping track of counts of arbitrary fragments within parse trees '' , which has indeed been carried out in #AUTHOR_TAG who use exactly the same set of ( all ) tree fragments as proposed in Bod ( 1992 ) .",3
109,J09-4010,a holistic lexiconbased approach to opinion mining,,sentence fusion for multidocument news summarization,R Barzilay,"In our work , we gather sets of sentences , and assume ( but do not employ ) existing approaches for their organization ( Goldstein et al. 2000 ; Barzilay , Elhadad , and McKeown 2001 ; #AUTHOR_TAG ) .",0
110,D11-1138,a holistic lexiconbased approach to opinion mining,,a lightweight evaluation framework for machine translation reordering,D Talbot,criteria and data used in our experiments are based on the work of #AUTHOR_TAG .,2
111,K15-1002,a holistic lexiconbased approach to opinion mining,,ontonotes the 90 solution,E Hovy,"We present experiments on the two standard coreference resolution datasets , ACE-2004 ( NIST , 2004 ) and OntoNotes-5 .0 ( #AUTHOR_TAG ) .",2
112,J09-4010,a holistic lexiconbased approach to opinion mining,,automatic generation of domain models for callcenters from noisy transcriptions,S Roy,â¢ Only qualitative observations of the responses were reported ( no formal evaluation was performed ) ( Lapalme and Kosseim 2003 ; #AUTHOR_TAG ) .,4
113,E03-1005,a holistic lexiconbased approach to opinion mining,,efficient algorithms for parsing the dop model,J Goodman,"And subderivations headed by A1 with external nonterminals only at the leaves , internal nonterminals elsewhere , have probability 1/a1 ( #AUTHOR_TAG ) .",0
114,W06-2933,a holistic lexiconbased approach to opinion mining,,japanese dependency analysis using cascaded chunking,T Kudo,â¢ Support vector machines for mapping histories to parser actions ( #AUTHOR_TAG ) .,2
115,E03-1005,a holistic lexiconbased approach to opinion mining,,efficient algorithms for parsing the dop model,J Goodman,"#AUTHOR_TAG , 1998 ) developed a polynomial time PCFG-reduction of DOP1 whose size is linear in the size of the training set , thus converting the exponential number of subtrees to a compact grammar .",0
116,N01-1009,a holistic lexiconbased approach to opinion mining,,the generative lexicon,James Pustejovsky,#AUTHOR_TAG avoids enumerating the various senses for adjectives like fast by exploiting the semantics of the nouns they modify .,0
117,J13-1008,a holistic lexiconbased approach to opinion mining,,getting more from morphology in multilingual dependency parsing,Matt Hohensee,#AUTHOR_TAG have conducted a study on dependency parsing for 21 languages using features that encode whether the values for certain attributes are equal or not for a node and its governor .,0
118,P02-1001,a holistic lexiconbased approach to opinion mining,,expectation semirings flexible em for finitestate transducers,Jason Eisner,"Such approaches have been tried recently in restricted cases ( McCallum et al. , 2000 ; #AUTHOR_TAGb ; Lafferty et al. , 2001 ) .",0
119,J90-3003,a holistic lexiconbased approach to opinion mining,,aspects of prosody,J Bing,"The relation between discourse and prosodic phrasing has been examined in some detail by #AUTHOR_TAG , who argues that each noun phrase in an utterance constitutes a separate prosodic phrase unless it is destressed because of reference to previous discourse .",0
120,W06-2933,a holistic lexiconbased approach to opinion mining,,the annotation process in the turkish treebank,N B Atalay,"By contrast , Turkish ( Oflazer et al. , 2003 ; #AUTHOR_TAG ) exhibits high root accuracy but consistently low attachment scores ( about 88 % for length 1 and 68 % for length 2 ) .",4
121,J04-3001,a holistic lexiconbased approach to opinion mining,,selective sampling using the query by committee algorithm,Yoav Freund,"The candidate examples that lead to the most disagreements among the different learners are considered to have the highest TUV ( Cohn , Atlas , and Ladner 1994 ; #AUTHOR_TAG ) .",0
122,P11-1134,a holistic lexiconbased approach to opinion mining,,moses open source toolkit for statistical machine translation,Philipp Koehn,"Subsequently , we extracted the bilingual phrase table from the aligned corpora using the Moses toolkit ( #AUTHOR_TAG ) .",2
123,J92-1004,a holistic lexiconbased approach to opinion mining,,the minds system using context and dialog to enhance speech recognitionquot,S R Young,"Representative systems are described in Boisen et al. ( 1989 ) , De Mattia and Giachin ( 1989 ) , Niedermair ( 1989 ) , Niemann ( 1990 ) , and #AUTHOR_TAG .",0
124,J90-3003,a holistic lexiconbased approach to opinion mining,,prosodic structure and spoken word recognition,F Grosjean,"Our rules for phonological word formation are adopted , for the most part , from G & G , #AUTHOR_TAG , and the account of monosyllabic destressing in Selkirk ( 1984 ) .",2
125,J05-3003,a holistic lexiconbased approach to opinion mining,,from dictionary to corpus to selforganizing dictionary learning valency associations in the face of variation and change,Edward Briscoe,"As a generalization , #AUTHOR_TAG notes that lexicons such as COMLEX tend to demonstrate high precision but low recall .",0
126,W06-3813,a holistic lexiconbased approach to opinion mining,,semantic interpretation of nominalizations,Richard D Hull,"Such systems extract information from some types of syntactic units ( clauses in ( Fillmore and Atkins , 1998 ; Gildea and Jurafsky , 2002 ; #AUTHOR_TAG ) ; noun phrases in ( Hull and Gomez , 1996 ; Rosario et al. , 2002 ) ) .",0
127,W06-1104,a holistic lexiconbased approach to opinion mining,,semantic similarity based on corpus statistics and lexical taxonomy,Jay J Jiang,"Various approaches for computing semantic relatedness of words or concepts have been proposed , e.g. dictionary-based ( Lesk , 1986 ) , ontology-based ( Wu and Palmer , 1994 ; Leacock and Chodorow , 1998 ) , information-based ( Resnik , 1995 ; #AUTHOR_TAG ) or distributional ( Weeds and Weir , 2005 ) .",0
128,P11-1134,a holistic lexiconbased approach to opinion mining,,recognizing textual entailment rational evaluation and approaches,Ido Dagan,"Besides WordNet , the RTE literature documents the use of a variety of lexical information sources ( Bentivogli et al. , 2010 ; #AUTHOR_TAG ) .",0
129,J09-4010,a holistic lexiconbased approach to opinion mining,,in question answering two heads are better than one,J Chu-Carroll,"The question answering system developed by #AUTHOR_TAG belongs to the merging category of approaches , where the output of an individual method can be used as input to a different method ( this corresponds to Burke 's cascade sub-category ) .",4
130,W04-1610,a holistic lexiconbased approach to opinion mining,,a family of additive online algorithms for category ranking”,K Crammer,"More recently , ( Sebastiani , 2002 ) has performed a good survey of document categorization ; recent works can also be found in ( Joachims , 2002 ) , ( #AUTHOR_TAG ) , and ( Lewis et al. , 2004 ) .",0
131,J00-4001,a holistic lexiconbased approach to opinion mining,,using registerdiversified corpora for general language studies,Douglas Biber,Discriminant analysis has been employed by researchers in automatic text genre detection ( #AUTHOR_TAGb ; Karlgren and Cutting 1994 ) since it offers a simple and robust solution despite the fact that it presupposes normal distributions of the discriminating variables .,0
132,D13-1115,a holistic lexiconbased approach to opinion mining,,integrating experiential and distributional data to learn semantic representations,Mark Andrews,"This model has previously been shown to provide excellent performance on multiple tasks , including prediction of association norms , word substitution errors , semantic inferences , and word similarity ( #AUTHOR_TAG ; Silberer and Lapata , 2012 ) .",1
133,J06-2002,a holistic lexiconbased approach to opinion mining,,situations and attitudes,Jon Barwise,"In other words , existing treatments of gradables in GRE fail to take the `` efficiency of language '' into account ( #AUTHOR_TAG ; see our Section 2 ) .",0
134,J10-3007,a holistic lexiconbased approach to opinion mining,,what’s in a translation rule,Michel Galley,"Word alignments are used primarily for extracting minimal translation units for machine translation ( MT ) ( e.g. , phrases [ Koehn , Och , and Marcu 2003 ] and rules [ #AUTHOR_TAG ; Chiang et al. 2005 ] ) as well as for",0
135,W00-1312,a holistic lexiconbased approach to opinion mining,,a hidden markov model information retrieval systemquot,D Miller,"Following #AUTHOR_TAG , the IR system ranks documents according to the probability that a document D is relevant given the query Q , P ( D is R IQ ) .",2
136,J05-3003,a holistic lexiconbased approach to opinion mining,,lexicalfunctional syntax,Joan Bresnan,"In modern syntactic theories ( e.g. , lexical-functional grammar [ LFG ] [ Kaplan and Bresnan 1982 ; #AUTHOR_TAG ; Dalrymple 2001 ] , head-driven phrase structure grammar [ HPSG ] [ Pollard and Sag 1994 ] , tree-adjoining grammar [ TAG ] [ Joshi 1988 ] , and combinatory categorial grammar [ CCG ] [ Ades and Steedman 1982 ] ) , the lexicon is the central repository for much morphological , syntactic , and semantic information .",0
137,J91-2003,a holistic lexiconbased approach to opinion mining,,intended models circumscription and commonsense reasoningquot,W Zadrozny,"We have shown elsewhere ( Jensen and Binot 1988 ; #AUTHOR_TAGa , 1987b ) that natural language programs , such as on-line grammars and dictionaries , can be used as referential levels for commonsense reasoning -- for example , to disambiguate PP attachment .",1
138,D08-1007,a holistic lexiconbased approach to opinion mining,,using the web to obtain frequencies for unseen bigrams,Frank Keller,"Thus rather than a single training procedure , we can actually partition the examples by predicate , and train a 1For a fixed verb , MI is proportional to #AUTHOR_TAG 's conditional probability scores for pseudodisambiguation of ( v , n , n â² ) triples : Pr ( v | n ) = Pr ( v , n ) / Pr ( n ) , which was shown to be a better measure of association than co-occurrence frequency f ( v , n ) .",3
