unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
471,J05-3003,a holistic lexiconbased approach to opinion mining,,statistical decision tree models for parsing,David Magerman,The extraction procedure utilizes a head percolation table as introduced by #AUTHOR_TAG in combination with a variation of Collins 's ( 1997 ) approach to the differentiation between complement and adjunct .,0
472,J00-2005,a holistic lexiconbased approach to opinion mining,,the linguistic basis of text generation,Laurence Danlos,Many other such cases are described in Danlos 's book ( #AUTHOR_TAG ) .,0
473,A00-1021,a holistic lexiconbased approach to opinion mining,,disambiguation of proper names in text,Nina Wacholder,"â¢ Before indexing the text , we process it with Textract ( Byrd and Ravin , 1998 ; #AUTHOR_TAG ) , which performs lemmatization , and discovers proper names and technical terms .",2
474,J13-1008,a holistic lexiconbased approach to opinion mining,,arabic tokenization partofspeech tagging and morphological disambiguation in one fell swoop,Nizar Habash,"Therefore , we repeated the experiments with POS tags predicted by the MADA toolkit ( #AUTHOR_TAG ; Habash , Rambow , and Roth 2012 ) 15 ( see Table 2 , 14 Some parsers predict POS tags internally , instead of receiving them as input , but this is not the case in this article .",2
475,D08-1034,a holistic lexiconbased approach to opinion mining,,automatic semantic role labeling for chinese verbs,Nianwen Xue,"Experiments on Chinese SRL ( #AUTHOR_TAG , Xue 2008 ) reassured these findings .",3
476,W03-0806,a holistic lexiconbased approach to opinion mining,,maximum entropy models for natural language ambiguity resolution,Adwait Ratnaparkhi,"An example of this is the estimation of maximum entropy models , from simple iterative estimation algorithms used by #AUTHOR_TAG that converge very slowly , to complex techniques from the optimisation literature that converge much more rapidly ( Malouf , 2002 ) .",0
477,W06-1104,a holistic lexiconbased approach to opinion mining,,evaluating wordnetbased measures of semantic distance,Alexander Budanitsky,"According to #AUTHOR_TAG , there are three prevalent approaches for evaluating SR measures : mathematical analysis , applicationspecific evaluation and comparison with human judgments .",0
478,W14-1704,a holistic lexiconbased approach to opinion mining,,algorithm selection and model adaptation for esl correction tasks,A Rozovskaya,The choice of learning algorithm for each classifier is motivated by earlier findings showing that discriminative classifiers outperform other machine-learning methods on error correction tasks ( #AUTHOR_TAG ) .,3
479,W04-1610,a holistic lexiconbased approach to opinion mining,,a reexamination of text categorization methods”,Y Yang,A good study comparing document categorization algorithms can be found in ( #AUTHOR_TAG ) .,0
480,P02-1001,a holistic lexiconbased approach to opinion mining,,an inequality and associated maximization technique in statistical estimation of probabilistic functions of a markov process,L E Baum,"For HMMs ( footnote 11 ) , Ti is the familiar trellis , and we would like this computation of ti to reduce to the forwardbackward algorithm ( #AUTHOR_TAG ) .",0
481,E12-1068,a holistic lexiconbased approach to opinion mining,,productive generation of compound words in statistical machine translation,Sara Stymne,"We follow #AUTHOR_TAG , for compound merging .",2
482,J92-1004,a holistic lexiconbased approach to opinion mining,,the case for casequot in universals in linguistic theory,C J Fillmore,Semantic filters can also be used to prevent multiple versions of the same case frame ( #AUTHOR_TAG ) showing up as complements .,2
483,W04-1805,a holistic lexiconbased approach to opinion mining,,termextraction using nontechnical corpora as a point of leverage,Patrick Drouin,The terms have been identified as the most specific to our corpus by a program developed by #AUTHOR_TAG and called TER1vloSTAT .,2
484,J13-1008,a holistic lexiconbased approach to opinion mining,,algorithms for deterministic incremental dependency parsing,Joakim Nivre,"For statistical significance , we use McNemar 's test on non-gold LAS , as implemented by Nilsson and #AUTHOR_TAG .",2
485,P02-1001,a holistic lexiconbased approach to opinion mining,,a rational design for a weighted finitestate transducer library,M Mohri,"The availability of toolkits for this weighted case ( #AUTHOR_TAG ; van Noord and Gerdemann , 2001 ) promises to unify much of statistical NLP .",0
486,J00-4002,a holistic lexiconbased approach to opinion mining,,monotonic semantic interpretation,Hiyan Alshawi,"tionally reconstructed by #AUTHOR_TAG and Crouch and Putman ( 1994 ) , the context-independent meaning of a sentence is given by one or more QLFs that are built directly from syntactic and semantic rules .",4
487,K15-1002,a holistic lexiconbased approach to opinion mining,,understanding the value of features for coreference resolution,E Bengtson,"We use a standard split of 268 training documents , 68 development documents , and 106 testing documents ( Culotta et al. , 2007 ; #AUTHOR_TAG ) .",2
488,E12-1068,a holistic lexiconbased approach to opinion mining,,failures in englishczech phrasebased mt,Ondˇrej Bojar,#AUTHOR_TAG improved on this by marking prepositions with the case they mark ( one of the most important markups in our system ) .,4
489,J00-2014,a holistic lexiconbased approach to opinion mining,,efficient generation in primitive optimality theory,Jason Eisner,But typical OT grammars offer much richer finite-state models of left context ( #AUTHOR_TAGa ) than provided by the traditional HMM finite-state topologies .,0
490,W03-0806,a holistic lexiconbased approach to opinion mining,,a rational design for a weighted finitestate transducer library,Mehryar Mohri,"Other tools have been designed around particular techniques , such as finite state machines ( Karttunen et al. , 1997 ; #AUTHOR_TAG ) .",0
491,W10-4005,a holistic lexiconbased approach to opinion mining,,utilizing citations of foreign words in corpusbased dictionary generation,Reinhard Rapp,This contrasts with the findings described in #AUTHOR_TAG where significant improvements could be achieved by increasing the number of source languages .,4
492,J06-2002,a holistic lexiconbased approach to opinion mining,,principles of categorization,Eleanor Rosch,"The function selects the Value that removes most distractors , but in case of a tie , the least specific contestant is chosen , as long as it is not less specific than the basic-level Value ( i.e. , the most commonly occurring and psychologically most fundamental level , #AUTHOR_TAG ) .",0
493,W06-1104,a holistic lexiconbased approach to opinion mining,,evaluating wordnetbased measures of semantic distance,Alexander Budanitsky,#AUTHOR_TAG pointed out that distribution plots of judgments for the word pairs used by Rubenstein and Goodenough display an empty horizontal band that could be used to separate related and unrelated pairs .,4
494,J00-2001,a holistic lexiconbased approach to opinion mining,,has a consensus nl generation architecture appeared and is it psycholinguistically plausible,Ehud Reiter,"In fact , Reiter has even argued in favor of this approach , claiming that the interactions are sufficiently minor to be ignored ( or at least handled on an ad hoc basis ) ( #AUTHOR_TAG ) .",0
495,D11-1138,a holistic lexiconbased approach to opinion mining,,reranking and selftraining for parser adaptation,D McClosky,"The method is called targeted self-training as it is similar in vein to self-training ( #AUTHOR_TAG ) , with the exception that the new parse data is targeted to produce accurate word reorderings .",4
496,D10-1074,a holistic lexiconbased approach to opinion mining,,what do we know about conversation participants experiments on conversation entailment,Chen Zhang,"In our previous work ( #AUTHOR_TAG ) , we started an initial investigation on conversation entailment .",1
497,P13-3018,a holistic lexiconbased approach to opinion mining,,causal chains and compound verbsquot,E Bashir,#AUTHOR_TAG tried to construct a semantic analysis based on `` prepared '' and `` unprepared mind '' .,0
498,A00-1019,a holistic lexiconbased approach to opinion mining,,a corpusbased approach to automatic compound extraction,Keh-Yih Su,"It is also possible to focus on non-compositional compounds , a key point in bilingual applications ( #AUTHOR_TAG ; Melamed , 1997 ; Lin , 99 ) .",0
499,W04-1610,a holistic lexiconbased approach to opinion mining,,a computational morphology system for arabic”,R Al-Shalabi,"This is mainly due to the fact that Arabic is a non-concatenative language ( #AUTHOR_TAG ) , and that the stem/infix obtained by suppression of infix and prefix add-ons is not the same for words derived from the same origin called the root .",0
500,J07-1005,a holistic lexiconbased approach to opinion mining,,issues in stacked generalization,Kai Ming Ting,"ear regression adapted for classification ( #AUTHOR_TAG ) , which can be described by the following equation :",2
501,P02-1001,a holistic lexiconbased approach to opinion mining,,learning string edit distance,E Ristad,"For example , the forward-backward algorithm ( Baum , 1972 ) trains only Hidden Markov Models , while ( #AUTHOR_TAG ) trains only stochastic edit distance .",0
502,N01-1010,a holistic lexiconbased approach to opinion mining,,automatic extraction of systematic polysemy using treecut,N Tomuro,"Using the tree-cut technique described above , our previous work ( #AUTHOR_TAG ) extracted systematic polysemy from WordNet .",1
503,D12-1037,a holistic lexiconbased approach to opinion mining,,optimal search for minimum error rate training,Michel Galley,"( Och and Ney , 2002 ; Blunsom et al. , 2008 ) used maximum likelihood estimation to learn weights for MT. ( Och , 2003 ; Moore and Quirk , 2008 ; Zhao and Chen , 2009 ; #AUTHOR_TAG ) employed an evaluation metric as a loss function and directly optimized it .",4
504,J09-4010,a holistic lexiconbased approach to opinion mining,,the design implementation and use of computational linguistics volume 35 number 4 the ngram statistics package in cicling,S Banerjee,"5 Significant bigrams are obtained using the n-gram statistics package NSP ( #AUTHOR_TAG ) , which offers statistical tests to decide whether to accept or reject the null hypothesis regarding a bigram ( that it is not a collocation ) .",2
505,N10-1084,a holistic lexiconbased approach to opinion mining,,the syntax of concealment reliable methods for plain text information hiding,Brian Murphy,"Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , Murphy ( 2001 ) , #AUTHOR_TAG and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .",0
506,D09-1056,a holistic lexiconbased approach to opinion mining,,multidocument statistical fact extraction and fusion,Gideon S Mann,"2The WePS-1 corpus includes data from the Web03 testbed ( #AUTHOR_TAG ) which follows similar annotation guidelines , although the number of document per ambiguous name is more variable .",2
507,D12-1037,a holistic lexiconbased approach to opinion mining,,local learning algorithms,L´eon Bottou,"The local training method ( #AUTHOR_TAG ) is widely employed in computer vision ( Zhang et al. , 2006 ; Cheng et al. , 2010 ) .",0
508,W03-0806,a holistic lexiconbased approach to opinion mining,,scaling context space,James R Curran,"Recent work ( Banko and Brill , 2001 ; #AUTHOR_TAG ) has suggested that some tasks will benefit from using significantly more data .",0
509,W01-0706,a holistic lexiconbased approach to opinion mining,,parsing by chunks,S P Abney,"Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; #AUTHOR_TAG ; Greffenstette , 1993 ) .",0
510,J07-1005,a holistic lexiconbased approach to opinion mining,,analysis of semantic classes in medical text for question answering,Yun Niu,The feasibility of automatically identifying outcome statements in secondary sources has been demonstrated by #AUTHOR_TAG .,4
511,J10-3007,a holistic lexiconbased approach to opinion mining,,a systematic comparison of various statistical alignment models,Franz Josef Och,The standard approach is to train two models independently and then intersect their predictions ( #AUTHOR_TAG ) .,4
512,D13-1115,a holistic lexiconbased approach to opinion mining,,integrating experiential and distributional data to learn semantic representations,Mark Andrews,"We use the same method as #AUTHOR_TAG for generating our multimodal corpora : for each word token in the text corpus , a feature is selected stochastically from the word 's feature distribution , creating a word-feature pair .",2
513,D08-1007,a holistic lexiconbased approach to opinion mining,,isp learning inferential selectional preferences,Patrick Pantel,MI was also recently used for inference-rule SPs by #AUTHOR_TAG .,0
514,D08-1066,a holistic lexiconbased approach to opinion mining,,an iterativelytrained segmentationfree phrase translation model for statistical machine translation,Quirk,Based on this advise ( Moore and #AUTHOR_TAG ) exclude the latent segmentation variables and opt for a heuristic training procedure .,4
515,W03-0806,a holistic lexiconbased approach to opinion mining,,building a large annotated corpus of english the penn treebank computational linguistics,Mitchell Marcus,"For example , 10 million words of the American National Corpus ( Ide et al. , 2002 ) will have manually corrected POS tags , a tenfold increase over the Penn Treebank ( #AUTHOR_TAG ) , currently used for training POS taggers .",0
516,P02-1001,a holistic lexiconbased approach to opinion mining,,iterative methods for solving linear systems,Anne Greenbaum,"The forward and backward probabilities , p0j and pkn , can be computed using single-source algebraic path for the simpler semiring ( R , + , x , â ) -- or equivalently , by solving a sparse linear system of equations over R , a much-studied problem at O ( n ) space , O ( nm ) time , and faster approximations ( #AUTHOR_TAG ) .",0
517,P02-1001,a holistic lexiconbased approach to opinion mining,,rational series and their languages,Jean Berstel,"4To prove ( 1 ) â ( 3 ) , express f as an FST and apply the well-known Kleene-Sch Â¨ utzenberger construction ( #AUTHOR_TAG ) , taking care to write each regexp in the construction as a constant times a probabilistic regexp .",2
518,J07-1005,a holistic lexiconbased approach to opinion mining,,effective mapping of biomedical text to the umls metathesaurus the metamap program,Alan R Aronson,"Second , software for utilizing this ontology already exists : MetaMap ( #AUTHOR_TAG ) identifies concepts in free text , and SemRep ( Rindflesch and Fiszman 2003 ) extracts relations between the concepts .",0
519,W14-1815,a holistic lexiconbased approach to opinion mining,,automatic analysis of rhythmic poetry with applications to generation and translation,Erica Greene,"Our work is more similar to NLG work that concentrates on structural constraints such as generative poetry ( #AUTHOR_TAG ) ( Colton et al. , 2012 ) ( Jiang and Zhou , 2008 ) or song lyrics ( Wu et al. , 2013 ) ( Ramakrishnan A et al. , 2009 ) , where specified meter or rhyme schemes are enforced .",4
520,E03-1005,a holistic lexiconbased approach to opinion mining,,a dop model for semantic interpretation,R Bonnema,"Most DOP models , such as in Bod ( 1993 ) , Goodman ( 1996 ) , #AUTHOR_TAG , Sima'an ( 2000 ) and Collins & Duffy ( 2002 ) , use a likelihood criterion in defining the best parse tree : they take ( some notion of ) the most likely ( i.e. most probable ) tree as a candidate for the best tree of a sentence .",0
521,J02-3002,a holistic lexiconbased approach to opinion mining,,adaptive multilingual sentence boundary disambiguation,David D Palmer,The best performance on the WSJ corpus was achieved by a combination of the SATZ system ( #AUTHOR_TAG ) with the Alembic system ( Aberdeen et al. 1995 ) : a 0.5 % error rate .,4
522,J05-3003,a holistic lexiconbased approach to opinion mining,,from grammar to lexicon unsupervised learning of lexical syntax,Michael Brent,"The extracted frames are noisy as a result of parser errors and so are filtered using the binomial hypothesis theory ( BHT ) , following #AUTHOR_TAG .",0
523,A00-1019,a holistic lexiconbased approach to opinion mining,,retrieving collocations by cooccurrences and word order constraints,Sayori Shimohata,"This method allows the efficient retrieval of arbitrary length n-grams ( Nagao and Mori , 94 ; Haruno et al. , 96 ; Ikehaxa et al. , 96 ; #AUTHOR_TAG ; Russell , 1998 ) .",0
524,J86-1002,a holistic lexiconbased approach to opinion mining,,pattern recognition as ruleguided inductive inference,R Michalski,"The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in #AUTHOR_TAG , or semantic nets as in Winston ( 1975 ) .",4
525,D10-1002,a holistic lexiconbased approach to opinion mining,,kbest combination of syntactic parsers,Hui Zhang,Our most accurate product model achieves an F score of 92.5 without the use of discriminative reranking and comes close to the best known numbers on this test set ( #AUTHOR_TAG ) .,4
526,J87-3002,a holistic lexiconbased approach to opinion mining,,the design of a computer language for linguistic information,S Shieber,To demonstrate that this is possible we have implemented a system which constructs dictionary entries for the PATR-II system ( #AUTHOR_TAG and references therein ) .,2
527,W01-1510,a holistic lexiconbased approach to opinion mining,,adapting hpsgtotag compilation to widecoverage grammars,Tilman Becker,"Other works ( Kasper et al. , 1995 ; #AUTHOR_TAG ) convert HPSG grammars into LTAG grammars .",4
528,J07-1005,a holistic lexiconbased approach to opinion mining,,improving fulltext precision on short queries using simple constraints,Marti A Hearst,The work of #AUTHOR_TAG demonstrates that faceted queries can be converted into simple filtering constraints to boost precision .,0
529,P02-1001,a holistic lexiconbased approach to opinion mining,,a systolic array algorithm for the algebraic path problem shortest paths matrix inversion,G¨unter Rote,Efficient hardware implementation is also possible via chip-level parallelism ( #AUTHOR_TAG ) .,5
530,P97-1063,a holistic lexiconbased approach to opinion mining,,how to compile a bilingual collocational lexicon automaticallyquot,F Smadja,"2We could just as easily use other symmetric `` association '' measures , such as 02 ( Gale & Church , 1991 ) or the Dice coefficient ( #AUTHOR_TAG ) .",4
531,J06-2002,a holistic lexiconbased approach to opinion mining,,efficient contextsensitive generation of referring expressions,Emiel Krahmer,"#AUTHOR_TAG have argued that Dale and Reiter 's ( 1995 ) dichotomy between salient and nonsalient objects ( where the objects in the domain are the salient ones ) should be replaced by an account that takes degrees of salience into account : No object can be too unsalient to be referred to , as long as the right properties are available .",0
532,J86-1002,a holistic lexiconbased approach to opinion mining,,construction of programs from example computations,A Biermann,The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by #AUTHOR_TAG where program flowcharts were constructed from traces of their behaviors .,4
533,W05-0709,a holistic lexiconbased approach to opinion mining,,the unicode standard,Joan Aliprand,"Character classes , such as punctuation , are defined according to the Unicode Standard ( #AUTHOR_TAG ) .",2
534,W01-0706,a holistic lexiconbased approach to opinion mining,,evaluation techniques for automatic semantic extraction comparing semantic and window based approaches,G Greffenstette,"Rather than producing a complete analysis of sentences , the alternative is to perform only partial analysis of the syntactic structures in a text ( Harris , 1957 ; Abney , 1991 ; #AUTHOR_TAG ) .",0
535,J91-2003,a holistic lexiconbased approach to opinion mining,,paragraph structure inference,E J Crothers,"Finally , it has been shown by Groesser ( 1981 ) that the ratio of derived to explicit information necessary for understanding a piece of text is about 8:1 ; furthermore , our reading of the analysis of five paragraphs by #AUTHOR_TAG strongly suggests that only the most direct or obvious inferences are being made in the process of building a model or constructing a theory of a paragraph .",3
536,W06-3813,a holistic lexiconbased approach to opinion mining,,a representation of complex events and processes for the acquisition of knowledge from text,Fernando Gomez,"In other methods , lexical resources are specifically tailored to meet the requirements of the domain ( Rosario and Hearst , 2001 ) or the system ( #AUTHOR_TAG ) .",0
537,J86-1002,a holistic lexiconbased approach to opinion mining,,scripts plans goals and understanding lawrence erlbaum associates,R Schank,"The exact form of M ( Si ) need not be discussed at this point ; it could be a conceptual dependence graph ( #AUTHOR_TAG ) , a deep parse of Si , or some other representation .",0
538,D12-1037,a holistic lexiconbased approach to opinion mining,,a simplex armijo downhill algorithm for optimizing statistical machine translation decoding parameters,Bing Zhao,"Some methods are based on likelihood ( Och and Ney , 2002 ; Blunsom et al. , 2008 ) , error rate ( Och , 2003 ; #AUTHOR_TAG ; Pauls et al. , 2009 ; Galley and Quirk , 2011 ) , margin ( Watanabe et al. , 2007 ; Chiang et al. , 2008 ) and ranking ( Hopkins and May , 2011 ) , and among which minimum error rate training ( MERT ) ( Och , 2003 ) is the most popular one .",0
539,W04-0910,a holistic lexiconbased approach to opinion mining,,learning to paraphrase an unsupervised approahc using mutliplesequence alignment,R Barzilay,"Similarly , ( #AUTHOR_TAG ) and ( Shinyanma et al. , 2002 ) learn sentence level paraphrase templates from a corpus of news articles stemming from different news source .",0
540,W06-1104,a holistic lexiconbased approach to opinion mining,,computing semantic relatedness across parts of speech,Iryna Gurevych,This setup is also scalable to a higher number of word pairs ( 350 ) as was shown in #AUTHOR_TAG .,0
541,W04-1805,a holistic lexiconbased approach to opinion mining,,lexicallybased terminology structuring some inherent limits,Natalia Grabar,"More recent work on terminology structuring has focussed on formal similarity to develop hypotheses on the semantic relationships between terms : Daille ( 2003 ) uses derivational morphology ; #AUTHOR_TAG use , as a starting point , a number of identical characters .",0
542,P10-2059,a holistic lexiconbased approach to opinion mining,,the hcrc map task corpus language and speech,Anne H Anderson,"Louwerse et al. ( 2006 ) and Louwerse et al. ( 2007 ) study the relation between eye gaze , facial expression , pauses and dialogue structure in annotated English map-task dialogues ( #AUTHOR_TAG ) and find correlations between the various modalities both within and across speakers .",0
543,J04-3001,a holistic lexiconbased approach to opinion mining,,scaling to very very large corpora for natural language disambiguation,Michele Banko,"Some examples include text categorization ( Lewis and Catlett 1994 ) , base noun phrase chunking ( Ngai and Yarowsky 2000 ) , part-of-speech tagging ( Engelson Dagan 1996 ) , spelling confusion set disambiguation ( #AUTHOR_TAG ) , and word sense disambiguation ( Fujii et al. 1998 ) .",0
544,J00-3003,a holistic lexiconbased approach to opinion mining,,empirical studies on the disambiguation of cue phrases,Julia B Hirschberg,It is known that certain cue words and phrases ( #AUTHOR_TAG ) can serve as explicit indicators of discourse structure .,3
545,J91-2003,a holistic lexiconbased approach to opinion mining,,krypton a functional approach to knowledge representationquot,R J Brachman,"The last point may be seen better if we look at some differences between our system and KRYPTON , which also distinguishes between an object theory and background knowledge ( cfXXX #AUTHOR_TAG ) .",4
546,J87-3002,a holistic lexiconbased approach to opinion mining,,designing a computerised lexicon for linguistic purposes,Erik Akkerman,"One approach to this problem is that taken by the ASCOT project ( #AUTHOR_TAG ; Akkerman , 1986 ) .",0
547,D11-1138,a holistic lexiconbased approach to opinion mining,,meteor an automatic metric for mt evaluation with improved correlation with human judgments,S Banerjee,"Though we could have used a further downstream measure like BLEU , METEOR has also been shown to directly correlate with translation quality ( #AUTHOR_TAG ) and is simpler to measure .",3
548,J13-1008,a holistic lexiconbased approach to opinion mining,,parsing indian languages with maltparser,Joakim Nivre,"For all experiments reported in this section we used the syntactic dependency parser MaltParser v1 .3 ( Nivre 2003 , 2008 ; KÃ¼bler , McDonald , and #AUTHOR_TAG ) , a transition-based parser with an input buffer and a stack , which uses SVM classifiers",2
549,J13-1008,a holistic lexiconbased approach to opinion mining,,identifying broken plurals irregular gender and rationality in arabic text,Sarah Alkuhlani,"We conducted experiments with gold features to assess the potential of these features , and with predicted features , obtained from training a simple maximum likelihood estimation classifier on this resource ( #AUTHOR_TAG ) .19 The first part of Table 8 shows that the RAT ( rationality ) feature is very relevant ( in gold ) , but suffers from low accuracy ( no gains in machine-predicted input ) .",2
550,N13-1036,a holistic lexiconbased approach to opinion mining,,dialectal to standard arabic paraphrasing to improve arabicenglish statistical machine translation,Wael Salloum,"In our previous work ( #AUTHOR_TAG ; Salloum and Habash , 2012 ) , we applied our approach to tokenized Arabic and our DA-MSA transfer component used feature transfer rules only .",4
551,W03-0806,a holistic lexiconbased approach to opinion mining,,nltk the natural language toolkit,Edward Loper,It has already been used to implement a framework for teaching NLP ( #AUTHOR_TAG ) .,1
552,Q13-1020,a holistic lexiconbased approach to opinion mining,,spmt statistical machine translation with syntactified target language phrases,Daniel Marcu,"Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( Liu et al. , 2006 , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; #AUTHOR_TAG ; Shen et al. , 2008 ; Zhang et al. , 2011b ) .",0
553,N10-1084,a holistic lexiconbased approach to opinion mining,,syntactic information hiding in plain text masters thesis trinity college dublin,Brian Murphy,"Liu et al. ( 2005 ) , Meral et al. ( 2007 ) , #AUTHOR_TAG , Murphy and Vogel ( 2007 ) and Topkara et al. ( 2006a ) all belong to the syntactic transformation category .",0
554,J91-2003,a holistic lexiconbased approach to opinion mining,,abductive inferencequot,J A Reggia,"Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of #AUTHOR_TAG , the `` diagnosis from first principles '' of Reiter ( 1987 ) , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .",4
555,W06-2807,a holistic lexiconbased approach to opinion mining,,wikipedia from wikipedia the free encyclopedia,Wikipedia,"On the other side , wikis started as collective works where each entry is not owned by a single author e.g. #AUTHOR_TAG .",0
556,J13-1008,a holistic lexiconbased approach to opinion mining,,the penn arabic treebank building a largescale annotated arabic corpus,Mohamed Maamouri,"To address this inconsistency in the correspondence between inflectional features and morphemes , and inspired by SmrÅ¾ ( 2007 ) , we distinguish between two types of inflectional features : formbased ( a.k.a. surface , or illusory ) features and functional features .6 Most available Arabic NLP tools and resources model morphology using formbased ( `` surface '' ) inflectional features , and do not mark rationality ; this includes the Penn Arabic Treebank ( PATB ) ( #AUTHOR_TAG ) , the Buckwalter morphological analyzer ( Buckwalter 2004 ) , and tools using them such as the Morphological Analysis and Disambiguation for Arabic ( MADA ) toolkit ( Habash and Rambow 2005 ; Habash , Rambow , and Roth 2012 ) .",4
557,D08-1034,a holistic lexiconbased approach to opinion mining,,semantic argument classification exploiting argument interdependence,Zheng Ping Jiang,#AUTHOR_TAG has built a semantic role classifier exploiting the interdependence of semantic roles .,2
558,W06-1639,a holistic lexiconbased approach to opinion mining,,automated classification of congressional legislation,S Purpura,"Others have applied the NLP technologies of near-duplicate detection and topic-based text categorization to politically oriented text ( Yang and Callan , 2005 ; #AUTHOR_TAG ) .",0
559,D08-1004,a holistic lexiconbased approach to opinion mining,,a sentimental education sentiment analysis using subjectivity summarization based on minimum cuts,B Pang,"8 It is based on the dataset of #AUTHOR_TAG ,9 which consists of 1000 positive and 1000 negative movie reviews , tokenized and divided into 10 folds ( F0 -- F9 ) .",1
560,J90-3003,a holistic lexiconbased approach to opinion mining,,the contribution of parsing to prosodic phrasing in an experimental texttospeech system,J Bachenko,"In previous work ( #AUTHOR_TAG ) , we described an experimental text-to-speech system that determined prosodic phrasing for the Olive -- Liberman synthesizer ( Olive and Liberman 1985 ) .",1
561,P05-3005,a holistic lexiconbased approach to opinion mining,,the unified medical language system umls integrating biomedical terminology,O Bodenreider,The UMLS -- the Unified Medical Language System ( UMLS ) has been developed and maintained by National Library of Medicine ( NLM ) #AUTHOR_TAG .,0
562,N01-1006,a holistic lexiconbased approach to opinion mining,,classifier combination for improved lexical disambiguation,E Brill,"The data used in the experiment was selected from the Penn Treebank Wall Street Journal , and is the same used by #AUTHOR_TAG .",2
563,J97-4003,a holistic lexiconbased approach to opinion mining,,on implementing an hpsg theory aspects of the logical architecture the formalization and the implementation of headdriven phrase structure grammars,Detmar Meurers,As shown in #AUTHOR_TAG this is a well-motivated convention since it avoids splitting up lexical rules to transfer the specifications that must be preserved for different lexical entries .,3
564,J91-2003,a holistic lexiconbased approach to opinion mining,,the interpretation of tense in discoursequot,B Webber,The reader may consult recent papers on this subject ( e.g. Moens and Steedman 1987 ; #AUTHOR_TAG ) to see what a formal interpretation of events in time might look like .,0
565,E99-1022,a holistic lexiconbased approach to opinion mining,,ale — the attribute logic engine users guide version 202,Bob Carpenter,"Proceedings of EACL '99 example , the ALE parser ( #AUTHOR_TAG ) presupposes a phrase structure backbone which can be used to determine whether a constraint is to be interpreted bottom-up or topdown .",0
566,P07-1068,a holistic lexiconbased approach to opinion mining,,bbn pronoun coreference and entity type corpus linguistica data consortium,R Weischedel,"Following Soon et al. ( 2001 ) , we represent use the ACE training data for acquiring our SC clasSCA as a binary value that indicates whether the insifier ; instead , we use the BBN Entity Type Corpus duced SCs of the two NPs involved are the same or ( #AUTHOR_TAG ) , which consists of not .",2
567,W14-1609,a holistic lexiconbased approach to opinion mining,,design challenges and misconceptions in named entity recognition,Lev Ratinov,"Following #AUTHOR_TAG , we also compare the performance of our system with a system using features based on the Brown clusters of the word types in a document .",2
568,J00-3001,a holistic lexiconbased approach to opinion mining,,word association norms mutual information and lexicography,Kenneth W Church,"#AUTHOR_TAG use mutual information to identify collocations , a method they claim is reasonably effective for words with a frequency of not less than five .",0
569,A00-1018,a holistic lexiconbased approach to opinion mining,,tagging english text with a probabilistic model,B Merialdo,We do this with a first-order HMM part-ofspeech tagger ( Merialdo #AUTHOR_TAG ) .,2
570,J04-3001,a holistic lexiconbased approach to opinion mining,,the estimation of stochastic contextfree grammars using the insideoutside algorithm computer speech and language,Karim A Lari,"Using the bottom-up , dynamic programming technique ( see the appendix for details ) of computing inside probabilities ( #AUTHOR_TAG ) , we can efficiently compute the probability of the sentence , P ( w | G ) .",2
571,E99-1022,a holistic lexiconbased approach to opinion mining,,magic for filter optimization in dynamic bottomup processing,Guido Minnen,"As shown in ( #AUTHOR_TAG ) â¢ The presented research was carried out at the University of Tubingen , Germany , as part of the Sonderforschungsbereich 340 .",0
572,J91-2003,a holistic lexiconbased approach to opinion mining,,organizational patterns in discoursequot,J Hinds,"According to #AUTHOR_TAG , paragraphs are made up of segments , which in turn are made up of sentences or clauses , which in turn are made up of phrases .",0
573,J91-2003,a holistic lexiconbased approach to opinion mining,,a theory of diagnosis from first principlesquot,R Reiter,"Similarly , the notion of R + M-abduction is spiritually related to the `` abductive inference '' of Reggia ( 1985 ) , the `` diagnosis from first principles '' of #AUTHOR_TAG , `` explainability '' of Poole ( 1988 ) , and the subset principle of Berwick ( 1986 ) .",4
574,D14-1083,a holistic lexiconbased approach to opinion mining,,extralinguistic constraints on stance recognition in ideological debates,Kazi Saidul Hasan,"This choice is motivated by an observation we made previously ( #AUTHOR_TAGa ) : since each post in a sequence is a reply to the preceding post , we could exploit their dependencies by determining their stance labels together .3 As our sequence learner , we employ a maximum entropy Markov model ( MEMM ) ( McCallum et al. , 2000 ) .",1
575,P97-1063,a holistic lexiconbased approach to opinion mining,,a statistical approach to language translationquot,P F Brown,"Over the past decade , researchers at IBM have developed a series of increasingly sophisticated statistical models for machine translation ( #AUTHOR_TAG ; Brown et al. , 1990 ; Brown et al. , 1993a ) .",0
